Year,BUYER_COUNTY,Morphine_equ
2007,WASHINGTON,2111.3849699999987
2007,WATAUGA,13773.442074337829
2007,WAYNE,25703.72553050094
2007,WILKES,47111.10278945072
2007,WILSON,23553.86683881312
2007,YADKIN,11081.744351362588
2007,YANCEY,13127.908453225096
2008,ALAMANCE,49514.04738750225
2008,ALEXANDER,13600.082165450189
2008,ALLEGHANY,2505.006802500009
2008,ANSON,5351.957941500067
2008,ASHE,8469.459285862695
2008,AVERY,9566.57598622506
2008,BEAUFORT,16526.810658225346
2008,BERTIE,4246.346362499999
2008,BLADEN,19043.271963900243
2008,BRUNSWICK,61395.25637707794
2008,BUNCOMBE,104656.91598607032
2008,BURKE,53723.029982589695
2008,CABARRUS,66369.52037021582
2008,CALDWELL,40897.56453412676
2008,CARTERET,34542.80280585108
2008,CASWELL,3788.4304952249954
2008,CATAWBA,71171.30742986758
2008,CHATHAM,11036.592420000161
2008,CHEROKEE,22243.49293590038
2008,CHOWAN,2428.740030000003
2008,CLAY,4570.320540225008
2008,CLEVELAND,35415.1715801762
2008,COLUMBUS,59412.103032651845
2008,CRAVEN,47982.79834717697
2008,CUMBERLAND,85411.2822595036
2008,CURRITUCK,2819.3342147625026
2008,DARE,17964.978033450323
2008,DAVIDSON,52263.23645295251
2008,DAVIE,18097.484447362815
2008,DUPLIN,12118.053801000202
2008,DURHAM,73072.62481256512
2008,EDGECOMBE,10481.828629612672
2008,FORSYTH,100788.44462002249
2008,FRANKLIN,11804.812571000206
2008,GASTON,90045.59425484587
2008,GATES,1114.6348125000013
2008,GRAHAM,4400.832804862494
2008,GRANVILLE,18883.596828000354
2008,GREENE,1906.2338818125033
2008,GUILFORD,134366.47610410012
2008,HALIFAX,12450.836255675255
2008,HARNETT,29939.300636576263
2008,HAYWOOD,28223.498253113743
2008,HENDERSON,53471.10507350377
2008,HERTFORD,9719.20023150022
2008,HOKE,7791.875779000056
2008,IREDELL,76275.11527822987
2008,JACKSON,17642.813368987867
2008,JOHNSTON,37912.88381445187
2008,JONES,1522.2984788625045
2008,LEE,26443.167930500593
2008,LENOIR,23863.088442000608
2008,LINCOLN,21376.083995363326
2008,MACON,16702.656101362874
2008,MADISON,6025.473763500038
2008,MARTIN,7470.269926362577
2008,MCDOWELL,20305.72413686276
2008,MECKLENBURG,139841.81264507005
2008,MITCHELL,12133.622665312809
2008,MONTGOMERY,9322.510513725134
2008,MOORE,43790.12375081403
2008,NASH,28326.275140501133
2008,NEW HANOVER,70733.132593504
2008,NORTHAMPTON,1886.9133000000008
2008,ONSLOW,45977.24019517654
2008,ORANGE,21789.929191500596
2008,PAMLICO,2920.9758079499975
2008,PASQUOTANK,12342.441682087585
2008,PENDER,9528.852891000117
2008,PERQUIMANS,2614.411856812506
2008,PERSON,20050.2002475003
2008,PITT,45705.0896500895
2008,POLK,7878.516203000051
2008,RANDOLPH,35982.328450751396
2008,RICHMOND,27612.63637458845
2008,ROBESON,57062.387788539665
2008,ROCKINGHAM,50552.71952872819
2008,ROWAN,56578.33441667822
2008,RUTHERFORD,25219.009187000953
2008,SAMPSON,18293.569591575302
2008,SCOTLAND,23382.795277500387
2008,STANLY,23888.333948725583
2008,STOKES,14990.310714000148
2008,SURRY,58430.30872008952
2008,SWAIN,8472.928572500075
2008,TRANSYLVANIA,16816.75872862535
2008,TYRRELL,657.5439375000004
2008,UNION,35854.89313516478
2008,VANCE,32719.695621950737
2008,WAKE,166074.53777705267
2008,WARREN,1605.4404525000073
2008,WASHINGTON,2060.452912499997
2008,WATAUGA,14148.820954487828
2008,WAYNE,28349.452341001113
2008,WILKES,52142.377250176
2008,WILSON,25694.222841563384
2008,YADKIN,10464.852213862558
2008,YANCEY,13041.257144587564
2009,ALAMANCE,51279.98140248919
2009,ALEXANDER,13784.63984295022
2009,ALLEGHANY,3503.3062500000087
2009,ANSON,6361.640532937642
2009,ASHE,9350.049153862634
2009,AVERY,10404.349181587553
2009,BEAUFORT,17918.295453862804
2009,BERTIE,4586.219737500022
2009,BLADEN,20054.01165000026
2009,BRUNSWICK,77425.28176181577
2009,BUNCOMBE,107686.45966384481
2009,BURKE,62617.378654314525
2009,CABARRUS,69519.7243438534
2009,CALDWELL,47574.11834295178
2009,CARTERET,40425.37754906335
2009,CASWELL,4229.486062499997
2009,CATAWBA,83632.49662087909
2009,CHATHAM,14040.615866362628
2009,CHEROKEE,28415.696032950236
2009,CHOWAN,2834.4750750000035
2009,CLAY,7403.982327712531
2009,CLEVELAND,41492.79228862654
2009,COLUMBUS,67206.89266473896
2009,CRAVEN,59843.78479635177
2009,CUMBERLAND,103930.61059136692
2009,CURRITUCK,3595.5550961250065
2009,DARE,26028.958653862854
2009,DAVIDSON,62586.08561295243
2009,DAVIE,21009.201255225344
2009,DUPLIN,14342.644807500312
2009,DURHAM,82638.99259417746
2009,EDGECOMBE,12606.940096800223
2009,FORSYTH,115856.0246933349
2009,FRANKLIN,13699.472602500224
2009,GASTON,94531.80843634593
2009,GATES,1470.6294750000031
2009,GRAHAM,5115.335175000026
2009,GRANVILLE,20674.93128750031
2009,GREENE,2343.0940390875066
2009,GUILFORD,153594.3034786247
2009,HALIFAX,12306.695581125232
2009,HARNETT,34476.99386021359
2009,HAYWOOD,30104.200488601095
2009,HENDERSON,58305.17013862827
2009,HERTFORD,11587.432087500221
2009,HOKE,9770.999100000068
2009,IREDELL,84591.60015386697
2009,JACKSON,18386.090209537815
2009,JOHNSTON,42594.88919407665
2009,JONES,1577.7734625000037
2009,LEE,32534.350087950817
2009,LENOIR,25874.918777700677
2009,LINCOLN,26642.281627500844
2009,MACON,18875.02990522539
2009,MADISON,6771.659295000055
2009,MARTIN,8013.775867500099
2009,MCDOWELL,21782.755912500244
2009,MECKLENBURG,164254.93106641973
2009,MITCHELL,12351.812137500332
2009,MONTGOMERY,9220.127430000159
2009,MOORE,50815.90209176376
2009,NASH,32010.32871386374
2009,NEW HANOVER,90525.6063301551
2009,NORTHAMPTON,1824.8834250000034
2009,ONSLOW,55199.866751363654
2009,ORANGE,24165.53509931315
2009,PAMLICO,2936.5132125000046
2009,PASQUOTANK,15665.990325000115
2009,PENDER,12868.814850000123
2009,PERQUIMANS,2630.9277827250075
2009,PERSON,21425.330145000295
2009,PITT,56373.33550770213
2009,POLK,9829.474192500065
2009,RANDOLPH,40523.02109906341
2009,RICHMOND,32529.056126363233
2009,ROBESON,62552.21613176519
2009,ROCKINGHAM,55712.297291402625
2009,ROWAN,64445.63232408964
2009,RUTHERFORD,28267.43126250105
2009,SAMPSON,19827.282157725283
2009,SCOTLAND,24743.745382950285
2009,STANLY,27669.715998862972
2009,STOKES,16912.28737500015
2009,SURRY,73028.4352354518
2009,SWAIN,8868.149955000066
2009,TRANSYLVANIA,20896.854672712932
2009,TYRRELL,977.2756500000015
2009,UNION,43646.69291771477
2009,VANCE,35636.909655000534
2009,WAKE,187405.4536554536
2009,WARREN,1898.5264875000055
2009,WASHINGTON,2324.100798862505
2009,WATAUGA,14696.354141587834
2009,WAYNE,30022.194472726085
2009,WILKES,63254.87344136283
2009,WILSON,27509.02710386311
2009,YADKIN,14099.94247500005
2009,YANCEY,12643.727062500117
2010,ALAMANCE,50718.801405901526
2010,ALEXANDER,15840.912045225301
2010,ALLEGHANY,4333.614000000018
2010,ANSON,6784.583382487664
2010,ASHE,11182.742253862772
2010,AVERY,10150.070610225068
2010,BEAUFORT,18433.67036272536
2010,BERTIE,4906.318162500021
2010,BLADEN,20815.968697500295
2010,BRUNSWICK,80148.81198431551
2010,BUNCOMBE,114512.37225694387
2010,BURKE,64020.96650295183
2010,CABARRUS,71751.00852840363
2010,CALDWELL,50979.61303500196
2010,CARTERET,38866.456340663586
2010,CASWELL,4205.244450000004
2010,CATAWBA,92013.07069898023
2010,CHATHAM,14841.713062500165
2010,CHEROKEE,37324.5900525005
2010,CHOWAN,3916.392150000002
2010,CLAY,8987.011107712586
2010,CLEVELAND,39664.99126500141
2010,COLUMBUS,68682.02534317634
2010,CRAVEN,65054.29689453883
2010,CUMBERLAND,113375.09085000395
2010,CURRITUCK,4332.64912136251
2010,DARE,33906.70233067523
2010,DAVIDSON,72157.43987340321
2010,DAVIE,22644.482722500336
2010,DUPLIN,15979.708882500268
2010,DURHAM,84445.86449576374
2010,EDGECOMBE,12977.77143112523
2010,FORSYTH,123633.92821906002
2010,FRANKLIN,13584.728403862753
2010,GASTON,99195.19311612034
2010,GATES,1488.9379125000032
2010,GRAHAM,7833.411303862532
2010,GRANVILLE,21771.275970000424
2010,GREENE,2974.179049087507
2010,GUILFORD,154011.6659279002
2010,HALIFAX,14150.946537487724
2010,HARNETT,37769.97213386355
2010,HAYWOOD,32837.23999770097
2010,HENDERSON,61915.21212067777
2010,HERTFORD,12779.631581362803
2010,HOKE,11146.646077500107
2010,IREDELL,91508.46150045472
2010,JACKSON,20158.788945000382
2010,JOHNSTON,45812.83468203864
2010,JONES,1516.4695500000018
2010,LEE,36591.51473317575
2010,LENOIR,27145.633150875965
2010,LINCOLN,29215.505486363407
2010,MACON,18076.26707658798
2010,MADISON,7706.929852500046
2010,MARTIN,10437.493710000119
2010,MCDOWELL,25113.012030000587
2010,MECKLENBURG,185526.11549589108
2010,MITCHELL,11696.94998272535
2010,MONTGOMERY,9973.287914287703
2010,MOORE,57404.858823376664
2010,NASH,33882.90465750155
2010,NEW HANOVER,109971.22568677973
2010,NORTHAMPTON,2279.381325000004
2010,ONSLOW,54023.55399750112
2010,ORANGE,23706.46122408822
2010,PAMLICO,3051.0962999999942
2010,PASQUOTANK,16918.253872500132
2010,PENDER,15755.084452500132
2010,PERQUIMANS,3217.210353862499
2010,PERSON,20986.16161500027
2010,PITT,61212.476463376566
2010,POLK,13418.888250000124
2010,RANDOLPH,49735.690446788365
2010,RICHMOND,32544.75096386327
2010,ROBESON,72492.38239657774
2010,ROCKINGHAM,56919.61668067786
2010,ROWAN,72382.49439453987
2010,RUTHERFORD,35706.96370886396
2010,SAMPSON,20804.51050136283
2010,SCOTLAND,25844.494665000293
2010,STANLY,27298.500304088
2010,STOKES,18129.837750000213
2010,SURRY,77570.87748045199
2010,SWAIN,8408.640142500091
2010,TRANSYLVANIA,23655.092111587994
2010,TYRRELL,1749.954675000002
2010,UNION,49373.0794588523
2010,VANCE,36265.81420886288
2010,WAKE,193011.3122256866
2010,WARREN,1669.961025000004
2010,WASHINGTON,2513.6152125000094
2010,WATAUGA,13589.864205225289
2010,WAYNE,32009.04862500131
2010,WILKES,63774.09747795039
2010,WILSON,28542.42996315085
2010,YADKIN,14532.655162500092
2010,YANCEY,11360.300212500119
2011,ALAMANCE,54617.077481363776
2011,ALEXANDER,16415.701549537782
2011,ALLEGHANY,4848.829965000034
2011,ANSON,7344.390357487694
2011,ASHE,10308.824130225197
2011,AVERY,9854.71524772508
2011,BEAUFORT,21506.87915658795
2011,BERTIE,5546.976915000076
2011,BLADEN,23035.06046250042
2011,BRUNSWICK,77046.28889681547
2011,BUNCOMBE,124483.80153566781
2011,BURKE,74314.22753636465
2011,CABARRUS,77599.59448635366
2011,CALDWELL,54740.34915750209
2011,CARTERET,38864.051266125905
2011,CASWELL,3404.6277000000077
2011,CATAWBA,110501.43419681773
2011,CHATHAM,16501.7464500002
2011,CHEROKEE,31789.24524000045
2011,CHOWAN,4431.67657500001
2011,CLAY,8437.038045000083
2011,CLEVELAND,44985.294413401614
2011,COLUMBUS,73863.3703468143
2011,CRAVEN,72584.79867862574
2011,CUMBERLAND,125213.10852022834
2011,CURRITUCK,4657.00651500002
2011,DARE,37261.35161636249
2011,DAVIDSON,71437.9928663653
2011,DAVIE,19813.470712725277
2011,DUPLIN,19310.985765000634
2011,DURHAM,86343.12242681331
2011,EDGECOMBE,12862.811273850239
2011,FORSYTH,131287.85589533582
2011,FRANKLIN,15245.52671250024
2011,GASTON,109252.24682907267
2011,GATES,1381.507612500001
2011,GRAHAM,6635.410717725044
2011,GRANVILLE,23185.43239500042
2011,GREENE,3916.627391587509
2011,GUILFORD,161952.4933297255
2011,HALIFAX,16983.6761970378
2011,HARNETT,45549.23265795077
2011,HAYWOOD,33610.59795408828
2011,HENDERSON,62321.52062317726
2011,HERTFORD,15079.27720136283
2011,HOKE,14422.624755000146
2011,IREDELL,94965.1315800048
2011,JACKSON,22081.428979087857
2011,JOHNSTON,53156.862565426236
2011,JONES,2208.1371375000062
2011,LEE,38606.91316136333
2011,LENOIR,29353.084189950896
2011,LINCOLN,34104.210217501124
2011,MACON,15412.908747487916
2011,MADISON,7462.801725000069
2011,MARTIN,12613.403471587597
2011,MCDOWELL,26882.653192500733
2011,MECKLENBURG,207877.934649993
2011,MITCHELL,11873.570947500344
2011,MONTGOMERY,11361.278970000205
2011,MOORE,72133.14204382653
2011,NASH,37917.241083863926
2011,NEW HANOVER,109450.85394814226
2011,NORTHAMPTON,2660.2069125000066
2011,ONSLOW,61850.489212725486
2011,ORANGE,25835.91743636319
2011,PAMLICO,4676.08125000002
2011,PASQUOTANK,18949.97808750021
2011,PENDER,17177.714295000183
2011,PERQUIMANS,3603.3172125000033
2011,PERSON,21265.1223698627
2011,PITT,68281.88971657629
2011,POLK,11260.623127500081
2011,RANDOLPH,55964.96686953848
2011,RICHMOND,33860.054715000784
2011,ROBESON,83371.55031135374
2011,ROCKINGHAM,58882.01518886579
2011,ROWAN,78736.91348272773
2011,RUTHERFORD,33110.95353817597
2011,SAMPSON,24290.23848750038
2011,SCOTLAND,28364.231767725156
2011,STANLY,26565.959805225775
2011,STOKES,19195.465567500196
2011,SURRY,81229.12774500203
2011,SWAIN,8959.307362500045
2011,TRANSYLVANIA,26884.41105408802
2011,TYRRELL,1829.6209125000037
2011,UNION,57617.34685635218
2011,VANCE,37436.33250750024
2011,WAKE,213107.49107544028
2011,WARREN,1829.0935875000037
2011,WASHINGTON,2839.8948750000054
2011,WATAUGA,14067.51371295036
2011,WAYNE,35298.762341363974
2011,WILKES,61976.834992500255
2011,WILSON,33100.00140746344
2011,YADKIN,17293.13483250005
2011,YANCEY,10967.974800000075
2012,ALAMANCE,57318.60520500098
2012,ALEXANDER,17311.976471587663
2012,ALLEGHANY,4347.262170000024
2012,ANSON,8128.443541350171
2012,ASHE,10278.912540225121
2012,AVERY,12422.638560675145
2012,BEAUFORT,23043.170051812845
2012,BERTIE,4779.7979700000205
2012,BLADEN,23661.40362750027
2012,BRUNSWICK,79766.64710520292
2012,BUNCOMBE,125715.06924247857
2012,BURKE,80490.81398250199
2012,CABARRUS,84843.03131906567
2012,CALDWELL,59604.355849089065
2012,CARTERET,41202.91352317572
2012,CASWELL,4744.375200000015
2012,CATAWBA,120073.07407725441
2012,CHATHAM,16557.88294500016
2012,CHEROKEE,32331.50514000027
2012,CHOWAN,4763.795662500013
2012,CLAY,8172.447172500059
2012,CLEVELAND,47274.04071930154
2012,COLUMBUS,83256.10985066422
2012,CRAVEN,89944.1723853384
2012,CUMBERLAND,149812.33518840323
2012,CURRITUCK,4612.850220450012
2012,DARE,38848.18969522538
2012,DAVIDSON,77323.26068636522
2012,DAVIE,24332.682297037805
2012,DUPLIN,22369.88156250061
2012,DURHAM,82053.47606317564
2012,EDGECOMBE,12884.412270675246
2012,FORSYTH,151346.74512447356
2012,FRANKLIN,16286.510203500247
2012,GASTON,122983.71718200968
2012,GATES,1503.7954874999975
2012,GRAHAM,6921.959130000042
2012,GRANVILLE,24938.963212500505
2012,GREENE,4899.859620000009
2012,GUILFORD,178028.9986820358
2012,HALIFAX,17923.769625900288
2012,HARNETT,53003.41896000004
2012,HAYWOOD,35671.89193998845
2012,HENDERSON,58801.9738367647
2012,HERTFORD,15409.10400000024
2012,HOKE,14994.533010000183
2012,IREDELL,97693.88125931664
2012,JACKSON,24095.921400000392
2012,JOHNSTON,58109.01666656336
2012,JONES,4239.049087500016
2012,LEE,42608.231910226044
2012,LENOIR,29865.850042913466
2012,LINCOLN,38195.70282022602
2012,MACON,15721.789519500333
2012,MADISON,6659.876962500074
2012,MARTIN,15815.759893162603
2012,MCDOWELL,25480.169070000662
2012,MECKLENBURG,233195.54072198935
2012,MITCHELL,11704.191472500275
2012,MONTGOMERY,12630.382320000223
2012,MOORE,65863.25523270085
2012,NASH,40083.44290953885
2012,NEW HANOVER,119688.95547315443
2012,NORTHAMPTON,2923.0523625000083
2012,ONSLOW,67062.41032567405
2012,ORANGE,27602.10017681328
2012,PAMLICO,6089.153985000032
2012,PASQUOTANK,20502.915660000093
2012,PENDER,15964.071360000089
2012,PERQUIMANS,3929.8752975000075
2012,PERSON,21359.499220762733
2012,PITT,73371.3532956764
2012,POLK,9077.281841362565
2012,RANDOLPH,59928.15911250041
2012,RICHMOND,36395.165880000495
2012,ROBESON,105379.95568886622
2012,ROCKINGHAM,64224.58675909004
2012,ROWAN,79376.68557225131
2012,RUTHERFORD,32515.105471125855
2012,SAMPSON,26418.182610000305
2012,SCOTLAND,32550.396840000114
2012,STANLY,27718.321309988154
2012,STOKES,21327.57468000016
2012,SURRY,91308.60872658958
2012,SWAIN,7556.580645000028
2012,TRANSYLVANIA,20020.873696350354
2012,TYRRELL,1792.1760375000065
2012,UNION,61926.144360902406
2012,VANCE,39679.23251250018
2012,WAKE,225652.02575881148
2012,WARREN,1933.7464125000058
2012,WASHINGTON,3442.002491362516
2012,WATAUGA,13979.317085662857
2012,WAYNE,39320.00205795132
2012,WILKES,60998.39725499968
2012,WILSON,31025.2678788382
2012,YADKIN,21307.219717500117
2012,YANCEY,11078.482650000024
